technische metadata (drager)																		Waarde digitale drager						Inhoudelijke metadata											
drager.medium	drager.archiefnummer	drager.barcode	drager.dragertype	drager.Technische annotatie	drager.Technische annotatie	drager.archiefstatus	drager.depotstatus	drager.depotstatus.reden	drager.fabricagedatum	drager.fysieke staat	opbergeenheid.barcode	opbergeenheid.archiefnummer	opbergeenheid.locatie	drager.afmetingen	drager.kleur	drager.materiaalsoort	drager.collectienummer	drager.medium	drager.archiefnummer	drager.archiefnummer.bron	drager.dragertype	drager.archiefstatus	drager.projectnaam	werk.titel	configuratie filenaam	realisatie.titel	expressie.titel	expressie.overige titel	expressie.annotatie	expressie.inhoudssamenvatting	expressie.productiejaar	publicatie.begindatum	publicatie.einddatum	publicatie.zendgemachtigde	publicatie.weeknummer
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1966							papier	2269.1.1	bestand	ntb	GDS003000031	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 10 - omroepgidsen	Omroepgidsen KRO	RK Radiogids	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1966	18-12-1966	24-12-1966	KRO	1966-51
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1966							papier	2269.1.1	bestand	ntb	GDS003000032	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 10 - omroepgidsen	Omroepgidsen KRO	RK Radiogids	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1966	25-12-1966	31-12-1966	KRO	1966-52
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1971							papier	2269.1.1	bestand	ntb	GDS003000033	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 9 - omroepgidsen	Omroepgidsen KRO	KRO Studio	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1971	03-01-1971	09-01-1971	KRO	1971-01
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1971							papier	2269.1.1	bestand	ntb	GDS003000034	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 9 - omroepgidsen	Omroepgidsen KRO	KRO Studio	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1971	10-01-1971	16-01-1971	KRO	1971-02
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1971							papier	2269.1.1	bestand	ntb	GDS003000035	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 9 - omroepgidsen	Omroepgidsen KRO	KRO Studio	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1971	17-01-1971	23-01-1971	KRO	1971-03
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1971							papier	2269.1.1	bestand	ntb	GDS003000036	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 9 - omroepgidsen	Omroepgidsen KRO	KRO Studio	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1971	24-01-1971	30-01-1971	KRO	1971-04
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1971							papier	2269.1.1	bestand	ntb	GDS003000037	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 9 - omroepgidsen	Omroepgidsen KRO	KRO Studio	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1971	05-09-1971	11-09-1971	KRO	1971-36
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1971							papier	2269.1.1	bestand	ntb	GDS003000038	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 9 - omroepgidsen	Omroepgidsen KRO	KRO Studio	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1971	12-09-1971	18-09-1971	KRO	1971-37
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1971							papier	2269.1.1	bestand	ntb	GDS003000039	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 9 - omroepgidsen	Omroepgidsen KRO	KRO Studio	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1971	19-09-1971	25-09-1971	KRO	1971-38
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1971							papier	2269.1.1	bestand	ntb	GDS003000040	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 9 - omroepgidsen	Omroepgidsen KRO	KRO Studio	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1971	26-09-1971	02-10-1971	KRO	1971-39
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1976							papier	2269.1.1	bestand	ntb	GDS003000041	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 8 - omroepgidsen	Omroepgidsen KRO	KRO Studio	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	31-01-1976	06-02-1976	KRO	1976-05
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1976							papier	2269.1.1	bestand	ntb	GDS003000042	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 8 - omroepgidsen	Omroepgidsen KRO	KRO Studio	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	07-02-1976	13-02-1976	KRO	1976-06
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1976							papier	2269.1.1	bestand	ntb	GDS003000043	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 8 - omroepgidsen	Omroepgidsen KRO	KRO Studio	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	14-02-1976	20-02-1976	KRO	1976-07
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1976							papier	2269.1.1	bestand	ntb	GDS003000044	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 8 - omroepgidsen	Omroepgidsen KRO	KRO Studio	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	21-02-1976	27-02-1976	KRO	1976-08
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1976							papier	2269.1.1	bestand	ntb	GDS003000045	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 8 - omroepgidsen	Omroepgidsen KRO	KRO Studio	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	02-10-1976	08-10-1976	KRO	1976-40
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1976							papier	2269.1.1	bestand	ntb	GDS003000046	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 8 - omroepgidsen	Omroepgidsen KRO	KRO Studio	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	09-10-1976	15-10-1976	KRO	1976-41
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1976							papier	2269.1.1	bestand	ntb	GDS003000047	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 8 - omroepgidsen	Omroepgidsen KRO	KRO Studio	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	16-10-1976	22-10-1976	KRO	1976-42
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1976							papier	2269.1.1	bestand	ntb	GDS003000048	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 8 - omroepgidsen	Omroepgidsen KRO	KRO Studio	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	23-10-1976	29-10-1976	KRO	1976-43
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1981							papier	2269.1.1	bestand	ntb	GDS003000049	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 7 - omroepgidsen	Omroepgidsen KRO	KRO Studio	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	28-02-1981	06-03-1981	KRO	1981-09
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1981							papier	2269.1.1	bestand	ntb	GDS003000050	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 7 - omroepgidsen	Omroepgidsen KRO	KRO Studio	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	07-03-1981	13-03-1981	KRO	1981-10
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1981							papier	2269.1.1	bestand	ntb	GDS003000051	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 7 - omroepgidsen	Omroepgidsen KRO	KRO Studio	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	14-03-1981	20-03-1981	KRO	1981-11
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1981							papier	2269.1.1	bestand	ntb	GDS003000052	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 7 - omroepgidsen	Omroepgidsen KRO	KRO Studio	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	21-03-1981	27-03-1981	KRO	1981-12
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1981							papier	2269.1.1	bestand	ntb	GDS003000053	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 7 - omroepgidsen	Omroepgidsen KRO	KRO Studio	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	31-10-1981	06-11-1981	KRO	1981-44
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1981							papier	2269.1.1	bestand	ntb	GDS003000054	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 7 - omroepgidsen	Omroepgidsen KRO	KRO Studio	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	07-11-1981	13-11-1981	KRO	1981-45
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1981							papier	2269.1.1	bestand	ntb	GDS003000055	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 7 - omroepgidsen	Omroepgidsen KRO	KRO Studio	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	14-11-1981	20-11-1981	KRO	1981-46
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1981							papier	2269.1.1	bestand	ntb	GDS003000056	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 7 - omroepgidsen	Omroepgidsen KRO	KRO Studio	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	21-11-1981	27-11-1981	KRO	1981-47
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1986							papier	2269.1.1	bestand	ntb	GDS003000057	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 6 - omroepgidsen	Omroepgidsen KRO	KRO Studio	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1986	12-04-1986	18-04-1986	KRO	1986-15
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1986							papier	2269.1.1	bestand	ntb	GDS003000058	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 6 - omroepgidsen	Omroepgidsen KRO	KRO Studio	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1986	19-04-1986	25-04-1986	KRO	1986-16
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1986							papier	2269.1.1	bestand	ntb	GDS003000059	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 6 - omroepgidsen	Omroepgidsen KRO	KRO Studio	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1986	26-04-1986	02-05-1986	KRO	1986-17
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1986							papier	2269.1.1	bestand	ntb	GDS003000060	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 6 - omroepgidsen	Omroepgidsen KRO	KRO Studio	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1986	03-05-1986	09-05-1986	KRO	1986-18
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1951					25,7 X 18 cm.		papier	2269.1.1	bestand	ntb	GDS004000001	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	Geen tv informatie	Omroepgidsen NCRV	Omroepgids	Omroepgids: Officieel orgaan van de Nederlandsche Christelijke Radio-Vereeniging	Uitgever: Gebr. Zomer en Keuning's Uitgeversmaatschappij, Wageningen	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1951	06-01-1951	12-01-1951	NCRV	1951-01
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1951					25,7 X 18 cm.		papier	2269.1.1	bestand	ntb	GDS004000002	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	Geen tv informatie	Omroepgidsen NCRV	Omroepgids	Omroepgids: Officieel orgaan van de Nederlandsche Christelijke Radio-Vereeniging	Uitgever: Gebr. Zomer en Keuning's Uitgeversmaatschappij, Wageningen	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1951	13-01-1951	19-01-1951	NCRV	1951-02
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1951					25,7 X 18 cm.		papier	2269.1.1	bestand	ntb	GDS004000003	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	Geen tv informatie	Omroepgidsen NCRV	Omroepgids	Omroepgids: Officieel orgaan van de Nederlandsche Christelijke Radio-Vereeniging	Uitgever: Gebr. Zomer en Keuning's Uitgeversmaatschappij, Wageningen	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1951	20-01-1951	27-01-1951	NCRV	1951-03
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1951					25,7 X 18 cm.		papier	2269.1.1	bestand	ntb	GDS004000004	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	Geen tv informatie	Omroepgidsen NCRV	Omroepgids	Omroepgids: Officieel orgaan van de Nederlandsche Christelijke Radio-Vereeniging	Uitgever: Gebr. Zomer en Keuning's Uitgeversmaatschappij, Wageningen	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1951	27-01-1951	02-02-1951	NCRV	1951-04
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1951					25,7 X 18 cm.		papier	2269.1.1	bestand	ntb	GDS004000005	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	Geen tv informatie	Omroepgidsen NCRV	Omroepgids	Omroepgids: Officieel orgaan van de Nederlandsche Christelijke Radio-Vereeniging	Uitgever: Gebr. Zomer en Keuning's Uitgeversmaatschappij, Wageningen	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1951	02-06-1951	08-06-1951	NCRV	1951-22
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1951					25,7 X 18 cm.		papier	2269.1.1	bestand	ntb	GDS004000006	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	Geen tv informatie	Omroepgidsen NCRV	Omroepgids	Omroepgids: Officieel orgaan van de Nederlandsche Christelijke Radio-Vereeniging	Uitgever: Gebr. Zomer en Keuning's Uitgeversmaatschappij, Wageningen	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1951	09-06-1951	15-06-1951	NCRV	1951-23
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1951					25,7 X 18 cm.		papier	2269.1.1	bestand	ntb	GDS004000007	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	Geen tv informatie	Omroepgidsen NCRV	Omroepgids	Omroepgids: Officieel orgaan van de Nederlandsche Christelijke Radio-Vereeniging	Uitgever: Gebr. Zomer en Keuning's Uitgeversmaatschappij, Wageningen	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1951	16-06-1951	22-06-1951	NCRV	1951-24
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1951					25,7 X 18 cm.		papier	2269.1.1	bestand	ntb	GDS004000008	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	Geen tv informatie	Omroepgidsen NCRV	Omroepgids	Omroepgids: Officieel orgaan van de Nederlandsche Christelijke Radio-Vereeniging	Uitgever: Gebr. Zomer en Keuning's Uitgeversmaatschappij, Wageningen	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1951	23-06-1951	29-06-1951	NCRV	1951-25
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1956					27 X 21,3 cm.		papier	2269.1.1	bestand	ntb	GDS004000009	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 17 - omroepgidsen	Omroepgidsen NCRV	Omroepgids	Omroepgids: Officieel orgaan van de Nederlandsche Christelijke Radio-Vereeniging	Uitgever: Gebr. Zomer en Keuning's Uitgeversmaatschappij, Wageningen	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1956	04-02-1956	10-02-1956	NCRV	1956-05
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1956					27 X 21,3 cm.		papier	2269.1.1	bestand	ntb	GDS004000010	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 17 - omroepgidsen	Omroepgidsen NCRV	Omroepgids	Omroepgids: Officieel orgaan van de Nederlandsche Christelijke Radio-Vereeniging	Uitgever: Gebr. Zomer en Keuning's Uitgeversmaatschappij, Wageningen	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1956	11-02-1956	17-02-1956	NCRV	1956-06
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1956					27 X 21,3 cm.		papier	2269.1.1	bestand	ntb	GDS004000011	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 17 - omroepgidsen	Omroepgidsen NCRV	Omroepgids	Omroepgids: Officieel orgaan van de Nederlandsche Christelijke Radio-Vereeniging	Uitgever: Gebr. Zomer en Keuning's Uitgeversmaatschappij, Wageningen	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1956	18-02-1956	24-02-1956	NCRV	1956-07
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1956					27 X 21,3 cm.		papier	2269.1.1	bestand	ntb	GDS004000012	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 17 - omroepgidsen	Omroepgidsen NCRV	Omroepgids	Omroepgids: Officieel orgaan van de Nederlandsche Christelijke Radio-Vereeniging	Uitgever: Gebr. Zomer en Keuning's Uitgeversmaatschappij, Wageningen	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1956	25-02-1956	02-03-1956	NCRV	1956-08
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1956					27 X 21,3 cm.		papier	2269.1.1	bestand	ntb	GDS004000013	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 17 - omroepgidsen	Omroepgidsen NCRV	Omroepgids	Omroepgids: Officieel orgaan van de Nederlandsche Christelijke Radio-Vereeniging	Uitgever: Gebr. Zomer en Keuning's Uitgeversmaatschappij, Wageningen	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1956	06-10-1956	12-10-1956	NCRV	1956-40
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1956					27 X 21,3 cm.		papier	2269.1.1	bestand	ntb	GDS004000014	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 17 - omroepgidsen	Omroepgidsen NCRV	Omroepgids	Omroepgids: Officieel orgaan van de Nederlandsche Christelijke Radio-Vereeniging	Uitgever: Gebr. Zomer en Keuning's Uitgeversmaatschappij, Wageningen	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1956	13-10-1956	19-10-1956	NCRV	1956-41
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1956					27 X 21,3 cm.		papier	2269.1.1	bestand	ntb	GDS004000015	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 17 - omroepgidsen	Omroepgidsen NCRV	Omroepgids	Omroepgids: Officieel orgaan van de Nederlandsche Christelijke Radio-Vereeniging	Uitgever: Gebr. Zomer en Keuning's Uitgeversmaatschappij, Wageningen	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1956	20-10-1956	26-10-1956	NCRV	1956-42
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1956					27 X 21,3 cm.		papier	2269.1.1	bestand	ntb	GDS004000016	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 17 - omroepgidsen	Omroepgidsen NCRV	Omroepgids	Omroepgids: Officieel orgaan van de Nederlandsche Christelijke Radio-Vereeniging	Uitgever: Gebr. Zomer en Keuning's Uitgeversmaatschappij, Wageningen	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1956	27-10-1956	02-11-1956	NCRV	1956-43
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1961					27 X 21,3 cm.		papier	2269.1.1	bestand	ntb	GDS004000017	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 16 - omroepgidsen	Omroepgidsen NCRV	Omroepgids	Omroepgids: Officieel orgaan van de Nederlandsche Christelijke Radio-Vereeniging	Uitgever: Gebr. Zomer en Keuning's Uitgeversmaatschappij, Wageningen	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1961	04-03-1961	10-03-1961	NCRV	1961-09
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1961					27 X 21,3 cm.		papier	2269.1.1	bestand	ntb	GDS004000018	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 16 - omroepgidsen	Omroepgidsen NCRV	Omroepgids	Omroepgids: Officieel orgaan van de Nederlandsche Christelijke Radio-Vereeniging	Uitgever: Gebr. Zomer en Keuning's Uitgeversmaatschappij, Wageningen	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1961	11-03-1961	17-03-1961	NCRV	1961-10
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1961					27 X 21,3 cm.		papier	2269.1.1	bestand	ntb	GDS004000019	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 16 - omroepgidsen	Omroepgidsen NCRV	Omroepgids	Omroepgids: Officieel orgaan van de Nederlandsche Christelijke Radio-Vereeniging	Uitgever: Gebr. Zomer en Keuning's Uitgeversmaatschappij, Wageningen	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1961	18-03-1961	25-03-1961	NCRV	1961-11
