technische metadata (drager)																		Waarde digitale drager						Inhoudelijke metadata											
drager.medium	drager.archiefnummer	drager.barcode	drager.dragertype	drager.Technische annotatie	drager.Technische annotatie	drager.archiefstatus	drager.depotstatus	drager.depotstatus.reden	drager.fabricagedatum	drager.fysieke staat	opbergeenheid.barcode	opbergeenheid.archiefnummer	opbergeenheid.locatie	drager.afmetingen	drager.kleur	drager.materiaalsoort	drager.collectienummer	drager.medium	drager.archiefnummer	drager.archiefnummer.bron	drager.dragertype	drager.archiefstatus	drager.projectnaam	werk.titel	configuratie filenaam	realisatie.titel	expressie.titel	expressie.overige titel	expressie.annotatie	expressie.inhoudssamenvatting	expressie.productiejaar	publicatie.begindatum	publicatie.einddatum	publicatie.zendgemachtigde	publicatie.weeknummer
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1967					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000004	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 32 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1967	29-10-1967	04-11-1967	TROS	1967-57
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1971					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000005	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 31 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1971	02-01-1971	08-01-1971	TROS	1971-01
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1971					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000006	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 31 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1971	09-01-1971	15-01-1971	TROS	1971-02
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1971					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000007	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 31 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1971	16-01-1971	22-01-1971	TROS	1971-03
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1971					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000008	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 31 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1971	23-01-1971	29-01-1971	TROS	1971-04
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1971					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000009	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 31 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1971	04-09-1971	10-09-1971	TROS	1971-36
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1971					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000010	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 31 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1971	11-09-1971	17-09-1971	TROS	1971-37
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1971					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000011	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 31 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1971	18-09-1971	24-09-1971	TROS	1971-38
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1971					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000012	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 31 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1971	25-09-1971	01-10-1971	TROS	1971-39
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1976					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000013	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 30 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	07-02-1976	13-02-1976	TROS	1976-06
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1976					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000014	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 30 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	14-02-1976	20-02-1976	TROS	1976-07
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1976					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000015	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 30 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	21-02-1976	27-02-1976	TROS	1976-08
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1976					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000016	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 30 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	28-02-1976	05-03-1976	TROS	1976-09
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1976					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000017	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 30 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	02-10-1976	08-10-1976	TROS	1976-40
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1976					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000018	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 30 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	09-10-1976	15-10-1976	TROS	1976-41
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1976					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000019	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 30 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	16-10-1976	22-10-1976	TROS	1976-42
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1976					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000020	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 30 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	23-10-1976	29-10-1976	TROS	1976-43
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1981					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000021	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 28 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	28-02-1981	06-03-1981	TROS	1981-09
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1981					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000022	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 29 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	07-03-1981	13-03-1981	TROS	1981-10
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1981					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000023	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 29 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	14-03-1981	20-03-1981	TROS	1981-11
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1981					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000024	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 29 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	21-03-1981	27-03-1981	TROS	1981-12
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1981					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000025	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 29 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	31-10-1981	06-11-1981	TROS	1981-44
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1981					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000026	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 29 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	07-11-1981	13-11-1981	TROS	1981-45
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1981					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000027	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 29 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	14-11-1981	20-11-1981	TROS	1981-46
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1981					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000028	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 29 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	21-11-1981	27-11-1981	TROS	1981-47
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1986					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000029	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 27 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1986	05-04-1986	11-04-1986	TROS	1986-14
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1986					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000030	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 27 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1986	12-04-1986	18-04-1986	TROS	1986-15
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1986					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000031	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 27 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1986	19-04-1986	25-04-1986	TROS	1986-16
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1986					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000032	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 27 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1986	26-04-1986	02-05-1986	TROS	1986-17
papier			tijdschrift	Omroepgids VARA		uitgangsmateriaal	in depot		1950							papier	2269.1.1	bestand	ntb	GDS006000001	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	Geen tv informatie	Omroepgidsen VARA	De radiogids	De radiogids : Officieel orgaan van de Vereeniging van Arbeiders-Radio-Amateurs	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1950	01-07-1950	08-07-1950	VARA	1950-44
papier			tijdschrift	Omroepgids VARA		uitgangsmateriaal	in depot		1950							papier	2269.1.1	bestand	ntb	GDS006000002	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	Geen tv informatie	Omroepgidsen VARA	De radiogids	De radiogids : Officieel orgaan van de Vereeniging van Arbeiders-Radio-Amateurs	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1950	08-07-1950	15-07-1950	VARA	1950-45
papier			tijdschrift	Omroepgids VARA		uitgangsmateriaal	in depot		1950							papier	2269.1.1	bestand	ntb	GDS006000003	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	Geen tv informatie	Omroepgidsen VARA	De radiogids	De radiogids : Officieel orgaan van de Vereeniging van Arbeiders-Radio-Amateurs	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1950	15-07-1950	22-07-1950	VARA	1950-46
papier			tijdschrift	Omroepgids VARA		uitgangsmateriaal	in depot		1950							papier	2269.1.1	bestand	ntb	GDS006000004	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	Geen tv informatie	Omroepgidsen VARA	De radiogids	De radiogids : Officieel orgaan van de Vereeniging van Arbeiders-Radio-Amateurs	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1950	22-07-1950	29-07-1950	VARA	1950-47
papier			tijdschrift	Omroepgids VARA		uitgangsmateriaal	in depot		1950							papier	2269.1.1	bestand	ntb	GDS006000005	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	Geen tv informatie	Omroepgidsen VARA	De radiogids	De radiogids : Officieel orgaan van de Vereeniging van Arbeiders-Radio-Amateurs	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1950	03-12-1950	09-12-1950	VARA	1950-14
papier			tijdschrift	Omroepgids VARA		uitgangsmateriaal	in depot		1950							papier	2269.1.1	bestand	ntb	GDS006000006	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	Geen tv informatie	Omroepgidsen VARA	De radiogids	De radiogids : Officieel orgaan van de Vereeniging van Arbeiders-Radio-Amateurs	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1950	10-12-1950	16-12-1950	VARA	1950-15
papier			tijdschrift	Omroepgids VARA		uitgangsmateriaal	in depot		1950							papier	2269.1.1	bestand	ntb	GDS006000007	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	Geen tv informatie	Omroepgidsen VARA	De radiogids	De radiogids : Officieel orgaan van de Vereeniging van Arbeiders-Radio-Amateurs	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1950	17-12-1950	23-12-1950	VARA	1950-16
papier			tijdschrift	Omroepgids VARA		uitgangsmateriaal	in depot		1950							papier	2269.1.1	bestand	ntb	GDS006000008	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	Geen tv informatie	Omroepgidsen VARA	De radiogids	De radiogids : Officieel orgaan van de Vereeniging van Arbeiders-Radio-Amateurs	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1950	24-12-1950	30-12-1950	VARA	1950-17
papier			tijdschrift	Omroepgids VARA		uitgangsmateriaal	in depot		1956							papier	2269.1.1	bestand	ntb	GDS006000009	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 47 - omroepgidsen	Omroepgidsen VARA	De radiogids	De radiogids : Officieel orgaan van de Vereeniging van Arbeiders-Radio-Amateurs	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1956	02-09-1956	08-09-1956	VARA	1956-01
papier			tijdschrift	Omroepgids VARA		uitgangsmateriaal	in depot		1956							papier	2269.1.1	bestand	ntb	GDS006000010	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 47 - omroepgidsen	Omroepgidsen VARA	De radiogids	De radiogids : Officieel orgaan van de Vereeniging van Arbeiders-Radio-Amateurs	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1956	09-09-1956	15-09-1956	VARA	1956-02
papier			tijdschrift	Omroepgids VARA		uitgangsmateriaal	in depot		1956							papier	2269.1.1	bestand	ntb	GDS006000011	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 47 - omroepgidsen	Omroepgidsen VARA	De radiogids	De radiogids : Officieel orgaan van de Vereeniging van Arbeiders-Radio-Amateurs	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1956	16-09-1956	22-09-1956	VARA	1956-03
papier			tijdschrift	Omroepgids VARA		uitgangsmateriaal	in depot		1956							papier	2269.1.1	bestand	ntb	GDS006000012	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 47 - omroepgidsen	Omroepgidsen VARA	De radiogids	De radiogids : Officieel orgaan van de Vereeniging van Arbeiders-Radio-Amateurs	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1956	23-09-1956	29-09-1956	VARA	1956-04
papier			tijdschrift	Omroepgids VARA		uitgangsmateriaal	in depot		1956							papier	2269.1.1	bestand	ntb	GDS006000013	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 47 - omroepgidsen	Omroepgidsen VARA	De radiogids	De radiogids : Officieel orgaan van de Vereeniging van Arbeiders-Radio-Amateurs	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1956	07-10-1956	13-10-1956	VARA	1956-06
papier			tijdschrift	Omroepgids VARA		uitgangsmateriaal	in depot		1956							papier	2269.1.1	bestand	ntb	GDS006000014	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 47 - omroepgidsen	Omroepgidsen VARA	De radiogids	De radiogids : Officieel orgaan van de Vereeniging van Arbeiders-Radio-Amateurs	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1956	14-10-1956	20-10-1956	VARA	1956-07
papier			tijdschrift	Omroepgids VARA		uitgangsmateriaal	in depot		1956							papier	2269.1.1	bestand	ntb	GDS006000015	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 47 - omroepgidsen	Omroepgidsen VARA	De radiogids	De radiogids : Officieel orgaan van de Vereeniging van Arbeiders-Radio-Amateurs	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1956	21-10-1956	27-10-1956	VARA	1956-08
papier			tijdschrift	Omroepgids VARA		uitgangsmateriaal	in depot		1956							papier	2269.1.1	bestand	ntb	GDS006000016	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 47 - omroepgidsen	Omroepgidsen VARA	De radiogids	De radiogids : Officieel orgaan van de Vereeniging van Arbeiders-Radio-Amateurs	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1956	28-10-1956	03-11-1956	VARA	1956-09
papier			tijdschrift	Omroepgids VARA		uitgangsmateriaal	in depot		1961							papier	2269.1.1	bestand	ntb	GDS006000017	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 46 - omroepgidsen	Omroepgidsen VARA	Radio TV gids	[Onbekend]	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1961	05-03-1961	11-03-1961	VARA	1961-28
papier			tijdschrift	Omroepgids VARA		uitgangsmateriaal	in depot		1961							papier	2269.1.1	bestand	ntb	GDS006000018	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 46 - omroepgidsen	Omroepgidsen VARA	Radio TV gids	[Onbekend]	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1961	12-03-1961	18-03-1961	VARA	1961-29
papier			tijdschrift	Omroepgids VARA		uitgangsmateriaal	in depot		1961							papier	2269.1.1	bestand	ntb	GDS006000019	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 46 - omroepgidsen	Omroepgidsen VARA	Radio TV gids	[Onbekend]	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1961	19-03-1961	25-03-1961	VARA	1961-30
papier			tijdschrift	Omroepgids VARA		uitgangsmateriaal	in depot		1961							papier	2269.1.1	bestand	ntb	GDS006000020	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 46 - omroepgidsen	Omroepgidsen VARA	Radio TV gids	[Onbekend]	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1961	26-03-1961	01-04-1961	VARA	1961-31
papier			tijdschrift	Omroepgids VARA		uitgangsmateriaal	in depot		1961							papier	2269.1.1	bestand	ntb	GDS006000021	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 46 - omroepgidsen	Omroepgidsen VARA	Radio TV gids	[Onbekend]	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1961	30-07-1961	05-08-1961	VARA	1961-39
